person_id,name_or_handle,known_name,x_handle,source_origin,source_detail,known_affiliation,mentioned_in_podcast_synthesis,mentioned_in_twitter,twitter_mention_count,twitter_retweet_count,associated_orgs_projects,associated_topics,associated_tools_protocols,possible_role,bridge_signal,reviewer_candidate,guest_candidate,person_node_caution,public_use_status,review_status,notes
P00101,'@ColeenChase,Coleen Chase:@coleenc.bsky.social,'@ColeenChase,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,4,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00102,'@agroforestDAO,AgroforestDAO,'@agroforestDAO,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00103,'@suno_finance,Suno,'@suno_finance,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00104,'@RJPinnell,René 🌱 Invest in Creativity,'@RJPinnell,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,4,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00105,'@KMLLCW3,KFMEDIA℠.tgn edu/acc | SPO | ✨Minting Now ✨,'@KMLLCW3,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00106,'@tokengineering,Token Engineering Academy,'@tokengineering,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00107,'@hypercerts,Hypercerts Foundation,'@hypercerts,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00108,'@TBSocialist,Josh | ⬛🟥⬛,'@TBSocialist,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00109,'@Optimism,Optimism,'@Optimism,Twitter/X archive,mentioned/retweeted account,,TRUE,,4,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00110,'@RaymondCheng00,,'@RaymondCheng00,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,4,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00111,'@ecofrontiers,Ecofrontiers,'@ecofrontiers,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00112,'@binji_x,binji,'@binji_x,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,4,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00113,'@ArtizenFund,,'@ArtizenFund,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,4,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00114,'@tdfinyourdreams,traditionaldreamfactory 🌱 $TDF 🐑,'@tdfinyourdreams,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,4,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00115,'@RnDAO__,RnD Ventures (Prev RnDAO),'@RnDAO__,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00116,'@DCF_io,DCF,'@DCF_io,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,4,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00117,'@kennyistyping,kenny,'@kennyistyping,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00118,'@tcoratger,Thomas Coratger,'@tcoratger,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00119,'@seer_pm,Seer,'@seer_pm,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00120,'@ethdaily,ethdaily.eth,'@ethdaily,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00121,'@GreenSofa_TW,GreenSofa_TW,'@GreenSofa_TW,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00122,'@HeenalR,Heenal Rajani (he/him) 🍉✊ heenal.eth,'@HeenalR,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00123,'@ethdotorg,ethereum.org Community,'@ethdotorg,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00124,'@spengrah,spengrah.eth,'@spengrah,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00125,'@akrtws,AK,'@akrtws,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00126,'@carbonmarkcom,Carbonmark,'@carbonmarkcom,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00127,'@RefiColombia,ReFi Colombia,'@RefiColombia,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00128,'@localismfund,Localism Fund,'@localismfund,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00129,'@Etherealize_io,Etherealize,'@Etherealize_io,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00130,'@Molecule_sci,Molecule,'@Molecule_sci,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00131,'@RelayFunder,Relay Funder,'@RelayFunder,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00132,'@reslashacc,samu (re/acc),'@reslashacc,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00133,'@solidity_lang,Solidity,'@solidity_lang,Twitter/X archive,mentioned/retweeted account,,TRUE,,3,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00134,'@swiftevo1,SwiftEvo.tgn,'@swiftevo1,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00135,'@DeCleanupNet,DeCleanup Network,'@DeCleanupNet,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00136,'@deeparocks,deepa 🏴‍☠️,'@deeparocks,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00137,'@growthepie_eth,growthepie 🥧📏,'@growthepie_eth,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00138,'@EthPrague,ETHPrague,'@EthPrague,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,1,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00139,'@dOrg_tech,dOrg,'@dOrg_tech,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00140,'@PrivacyEthereum,PSE,'@PrivacyEthereum,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00141,'@w3b3forgood,Web3forGood,'@w3b3forgood,Twitter/X archive,mentioned/retweeted account,,TRUE,,3,0,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00142,'@natesuits,natesuits,'@natesuits,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00143,'@OpenLitterMap,Let the people map 📲 🗺️ 🌍🫡,'@OpenLitterMap,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00144,'@RegenRene,Rene ◘,'@RegenRene,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,3,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
P00145,'@theregenatlas,Regen Atlas,'@theregenatlas,Twitter/X archive,mentioned/retweeted account,,TRUE,TRUE,3,2,,,,social signal source; possible person/org account lead,,,,TRUE,list with caveat,raw social signal; not endorsement,Raw account signal from archive. Frequency does not imply quality or endorsement.
