global_id,name,primary_type,tab_location,toolkit_route,source_origin,review_status,notes
IDX00001,'@Crypto_Altruism,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=53; retweet_count=51
IDX00198,'@time_is_oba,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00199,'@heenal,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00200,'@kineticsarah,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00201,'@greenpillbrasil,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00202,'@orishim,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00203,'@cadamstallard,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00204,'@johnx25bd,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00205,'@IntuitMachine,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00206,'@akosmicfool,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00207,'@rstormsf,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00208,'@lurenbian,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00209,'@oasaliving,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00210,'@0xEN0VA,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00211,'@LidoFinance,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00212,'@A_Leutenegger,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00213,'@GlowTracker,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00214,'@NatalieCrue,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00215,'@arbitrum,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00216,'@curtis_yarvin,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00217,'@regensunite,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00218,'@rocketman_w,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00219,'@_Daniel_Ospina,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00220,'@0xNN2,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00221,'@ETHForTheWorld,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00222,'@foundation_gsr,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00223,'@city_sync_,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00224,'@juiceboxETH,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00225,'@me_jango,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00226,'@8ctopuso,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00227,'@Bookof_Eth,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00228,'@thegrifft,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00229,'@fhe_org,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00230,'@C1aranMurray,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=0
IDX00231,'@DAOstar_One,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00232,'@networkcoin,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00233,'@0xHolonym,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00234,'@glenweyl,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00235,'@ethdevnews,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00236,'@magentaceiba,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=1
IDX00237,'@guildguild_eth,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00238,'@SterlinLujan,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=2; retweet_count=2
IDX00239,'@alexsotodigital,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00240,'@josancamon19,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00241,'@akorinek,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00242,'@CryptoStatuette,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00243,'@hashcloak,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00244,'@BigWProtocol,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00245,'@mikeneuder,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00246,'@bahrani_maryam,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00247,'@kosmostasis,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00248,'@mode_nearchos,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00249,'@Common_Planet,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00250,'@poidhxyz,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00251,'@OgallalaLife,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00252,'@jchaskin22,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00253,'@buidlguidl,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00254,'@humpty0x,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00255,'@_julianma,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00256,'@LocaleNet,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00257,'@Abeers123,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00258,'@kenya_mchuzi,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00259,'@NewAmerica,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00260,'@octant,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00261,'@barnabemonnot,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00262,'@tzhen,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00263,'@george,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00264,'@datasociety,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00265,'@izgnzlz,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00266,'@jembendell,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00267,'@maxlomu,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00268,'@UNICEFinnovate,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00269,'@kotanipay,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00270,'@SwarthyHatter,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00271,'@wassimulacrum,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00272,'@devtoolsguild,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
IDX00273,'@EF_ESP,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00274,'@samueldelesque,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=0
IDX00275,'@stellaachenbach,person/account,People & Accounts,Social Signal Review,Twitter/X archive,raw social signal; not endorsement,mention_count=1; retweet_count=1
